paper_id,priority_score,reasons,in_top_n,has_any_section,has_primary_section,eligible_pdf,last_attempt_outcome,last_attempt_ts,retry_class,retry_priority,access_strategy,publication_year,title,source_url,doi,arxiv_id,openalex_id,s2_paper_id
01KS6HA18F81DY1VQQ9S7JT3ZA,8.0,cluster_representative,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,High efficiency phase flattening based Laguerre-Gauss (LG) spectrometer using variable focus lenses,https://arxiv.org/pdf/1601.01834.pdf,10.1364/JOSAB.34.000076,1601.01834,W2525142439,44cb51c12ed2d12d630fc9f2cf9a39c60eedba99
01KS6HA1CZVZ9MGD0FXAE07K46,8.0,cluster_representative,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,Kirchhoff migration without phases,https://arxiv.org/pdf/1601.02667.pdf,10.1088/0266-5611/32/10/105006,1601.02667,W2234124443,d712c34f4b449a52b9d8e93372152b5e496261cb
01KS6HA1DXRS7QC0PHWBDYN5MG,8.0,cluster_representative,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,The relation between optical instabilities and absorbed material in photoluminescence with [0001] InGaN single quantum well,https://arxiv.org/pdf/1601.01976.pdf,,1601.01976,,7d8493546e947fb8f32c0fb5e53c5c0e6d77c722
01KS6HA24CNFW1ZQPRWHAV2RTT,8.0,cluster_representative,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,Ferroelectric domain patterns in barium titanate single crystals studied by means of digital holographic microscopy,https://arxiv.org/pdf/1601.02858.pdf,10.1088/0022-3727/49/25/255307,1601.02858,W2237589374,fc3100e1c2bde65c61f0c86a408dbf6b4f67e889
01KS6HA26RM9S3KADNV76XEXMT,8.0,cluster_representative,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,Life under a black sun,https://arxiv.org/pdf/1601.02897.pdf,10.1119/1.4966905,1601.02897,W2235117662,f324ebeebc75cd8a54630fcf6559525e0e0c7560
01KS6HA2ER3CF9T2QD9S20TEH8,8.0,cluster_representative,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,Laser Induced Damage Studies in Borosilicate Glass Using nanosecond and sub nanosecond pulses,https://arxiv.org/pdf/1601.03146.pdf,10.1016/j.jnoncrysol.2017.03.006,1601.03146,W2236172452,f38b7c8ad563093d1c6c212e5c86f58afc0539ea
01KS6HA35E6Z4WH3TGRX0N6D2H,8.0,cluster_representative,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,The Airy fibre: an optical fibre that guides light diffracted by a circular aperture,https://arxiv.org/pdf/1601.03841.pdf,,1601.03841,,7639d28949efe24346ef94bd56b5bdc52534cb35
01KS6HA384YTR7RN8VRQHR7GM5,8.0,cluster_representative,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,Coherence specific signal detection via chiral pump-probe spectroscopy,https://arxiv.org/pdf/1601.03888.pdf,10.1063/1.4948943,1601.03888,W2287149496,5000914afed7a34620b63e994fe16b959cc40c4b
01KS6HA3KVM310PMJKSJ3D730R,8.0,cluster_representative,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,A Technique to Measure Focal Length of a Lens with no Bulk Motion using Tunable Optics and Optical MEMS Technology,https://arxiv.org/pdf/1601.04698.pdf,,1601.04698,,5223ea59423c3b3f3902b132b2b1e1d431e341bb
01KS6HA3XQAVBJ4XQ9PAZYWJ6F,8.0,cluster_representative,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,Light-effect transistor (LET) with multiple independent gating controls for optical logic gates and optical amplification,https://arxiv.org/pdf/1601.04748.pdf,10.3389/fphy.2016.00008,1601.04748,W2290393005,f2d3da585d17b64641865c49b9c492bfc428df3f
01KS6HA48G616B3YXYAKYDZ03Z,8.0,cluster_representative,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,Riblet Sensor -- Light Scattering on Micro Structured Surface Coatings,https://arxiv.org/pdf/1601.04694.pdf,,1601.04694,,080e807e8bf8f89596bd70400298197adbf25f60
01KS6HA49WPX8Z92948678JTJC,8.0,cluster_representative,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,Efficiency and Stimulated Emission in Quarter Wave OLEDS,https://arxiv.org/pdf/1601.04981.pdf,,1601.04981,,738613fe8948abfb90564dae80de68282d9ad65c
01KS6HA60PZMSZM1ZPTV1KCWH5,8.0,cluster_representative,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,Raman spectroscopy and electrical properties of InAs nanowires with local oxidation enabled by substrate micro-trenches and laser irradiation,https://arxiv.org/pdf/1601.06583.pdf,10.1063/1.4937442,1601.06583,W2191876937,fc50a9b84a82976736eedcdcb27ddd1d6b63f867
01KS6HA736SB6VKRBWXNZYTGYW,8.0,cluster_representative,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,A computationally efficient method to solve the Takagi-Taupin equations for a large deformed crystal,https://arxiv.org/pdf/1601.07427.pdf,,1601.07427,,bd7277ea2510336ea187c1083c1f0f54be20b100
01KS6HA75E6RZ4C0PE8SDJZSK2,8.0,cluster_representative,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,Coherent population oscillation produced by saturating probe and pump fields on the intercombination Line,https://arxiv.org/pdf/1601.07786.pdf,10.1103/PhysRevA.93.033848,1601.07786,W2277834896,9d7c73ada9f4e5fcd929a685b5c94bcb2db66f43
01KS6HA7999JZB7K12GRPF5RHM,8.0,cluster_representative,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,Enhanced spectral sensitivity of a chip-scale photonic-crystal slow-light interferometer,https://arxiv.org/pdf/1601.07820.pdf,10.1364/OL.41.001431,1601.07820,W2252380697,1371ba17d6838a86c5369457174a1b47a78d5e58
01KS6HA7K0FVAKDG130JRXEW0C,8.0,cluster_representative,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,Degree of diffraction for monochromatic light beams,https://arxiv.org/pdf/1601.07982.pdf,10.3788/gzxb20154401.0126004,1601.07982,W2266488219,4d93dc0903ad2d1cd7e0ec5565d8d17e9284215b
01KS6HAKXZ5HGJFKCYBDKVX487,8.0,cluster_representative,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,Early Detection of Rogue Waves Using Compressive Sensing,https://arxiv.org/pdf/1602.00816.pdf,,1602.00816,,820b6d3ddefb3ff210d461f027cf1d9b34d2dc29
01KS6HAMNJDCXZEEEH5JBB9GES,8.0,cluster_representative,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,Propagation of radiation pulses through gas-plasma mixtures,https://arxiv.org/pdf/1602.07190.pdf,10.1088/0953-4075/49/7/075501,1602.07190,W2275750711,b527d7f83eb96f82645390cff4b1b4d0ad430c66
01KS6HAMW37G8E93ZNQWRQ0H2E,8.0,cluster_representative,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,Four-wave mixing in long wavelength III-nitride QD-SOAs,https://arxiv.org/pdf/1602.01546.pdf,10.1016/j.ijleo.2012.12.061,1602.01546,W2060043825,6bb66ceb83f29f61726f2651962c54c5c1e61155
01KS6HANGQ3W4KY6GMQ84FMAMC,8.0,cluster_representative,False,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,Spectroscopy of ultracold neutrons using diffraction by a moving grating,https://arxiv.org/pdf/1602.02397.pdf,10.1103/PhysRevA.93.033606,1602.02397,W2255755150,53c06ba4b5d0808083159d9c79322e6c84b71a8f
01KS6HANTENDNS6012VB7YHNAC,8.0,cluster_representative,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,Absolute Measurement of Quantum-Limited Interferometric Displacements,https://arxiv.org/pdf/1602.02581.pdf,,1602.02581,,9942babdd3d33de036e5bc151e3f76014b2e9473
01KS6HAPJZ5GCP1JJ5VA79YQJZ,8.0,cluster_representative,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,The influence of gain compression factor on dynamical properties of single level InAs/GaAs quantum dot lasers,https://arxiv.org/pdf/1602.03502.pdf,,1602.03502,,06d3ad8fd23cd447e27d71ea4a794c2373576d61
01KS6HAQ8E468K9H71V58NMJZF,8.0,cluster_representative,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,Liquid dispensing and writing by a nano-grooved pin,https://arxiv.org/pdf/1602.05160.pdf,,1602.05160,,c4d1a180e7184c71d647b6a690e4a33322463908
01KS6HAQE95A9141TNM7TWDQAS,8.0,cluster_representative,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,Smart-aggregation imaging for single molecule localization with SPAD cameras,https://arxiv.org/pdf/1602.04191.pdf,,1602.04191,,6888ab00e5d5dcb5adadcafbe68ee9a45f4461de
01KS6HAQVAT0QCSBDVV57W9N0J,8.0,cluster_representative,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,Hyper-Structured Illumination,https://arxiv.org/pdf/1602.04520.pdf,,1602.04520,,0aea6e2908f3d8199b1dcc9d9d130ab93e5c8266
01KS6HAR01XKCHZ01RJNMPFVEJ,8.0,cluster_representative,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,Optimal Composition of Modal Currents For Minimal Quality Factor Q,https://arxiv.org/pdf/1602.04808.pdf,10.1109/TAP.2016.2617779,1602.04808,W2278157304,be7c2ce00372e4773f16c0ce18bf80de02b82b59
01KS6HAR3C2RZ36FA8QEK42H16,8.0,cluster_representative,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,Resonant second-harmonic-generation circular-dichroism microscopy reveals molecular chirality in native biological tissues,https://arxiv.org/pdf/1602.04753.pdf,,1602.04753,,69b05377178ccb42cd91d3565ea69e4ed374e7c0
01KS6HARXSSSZNQR5477TWC9W7,8.0,cluster_representative,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,Anomaly Detection in Clutter using Spectrally Enhanced Ladar,https://arxiv.org/pdf/1602.05264.pdf,,1602.05264,,f2c5f1f4a93a88a281324e32c1e9fbdbd6424b58
01KS6HASYWB48EQEMWM216K0MT,8.0,cluster_representative,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,Diagrammatic Explanation of the Reverse Doppler Effect in Space-Time Modulated Photonic Crystals,https://arxiv.org/pdf/1602.06552.pdf,,1602.06552,,79be0f8036d6f770267c54820484aa4ac4689d73
01KS6HATCXF8EM561BANZ30NPN,8.0,cluster_representative,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,Theoretical optimal modulation frequencies for scattering parameter estimation and ballistic photon filtering in diffusive media,https://arxiv.org/pdf/1602.06802.pdf,,1602.06802,,88c46861563540e16f1c4a500a709645c4b43492
01KS6HATQHM5N2NQEXAEDEFNR8,8.0,cluster_representative,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,"Frequency-Modulated Magneto-Acoustic Detection and Imaging: Challenges, Experimental Procedures, and B-Scan Images",https://arxiv.org/pdf/1602.06931.pdf,10.1049/el.2014.0997,1602.06931,W3104376946,f8b60e78444a2f4ff185138e767c50fd6a38ed79
01KS6HATTG58EJHN9WRB4X1W9E,8.0,cluster_representative,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,Design and experiment of electronic speckle shearing phase-shifting pattern interferometer,https://arxiv.org/pdf/1602.06975.pdf,10.1007/s11801-008-7079-5,1602.06975,W2057848202,463632689a3a29b7357e8a543c05a78044612fbe
01KS6HAVWAGTRRA1N7EEBEXDVP,8.0,cluster_representative,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,Non-Scanning Fiber-Optic Near-Infrared Beam Led to Two-Photon Optogenetic Stimulation In-Vivo,https://arxiv.org/pdf/1602.07964.pdf,10.1371/journal.pone.0111488,1602.07964,W2023261027,39af2ff9bb6901837b94202a1569bbb81a9d37af
01KS6HAW65D5K7GMQ7KKQ2GKD4,8.0,cluster_representative,False,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,Eigenanalysis of morphological diversity in silicon random nanostructures formed via resist collapse,https://arxiv.org/pdf/1602.08205.pdf,10.1016/j.physa.2016.06.140,1602.08205,W2340931252,d875e73fa90949d61c58fc21e263d3a794686971
01KS6HB9F04DQMH4FK8ZNDD4Q8,8.0,cluster_representative,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,Doppler shift generated by a moving diffraction grating under incidence by polychromatic diffuse light,https://arxiv.org/pdf/1603.01329.pdf,10.1364/AO.55.003915,1603.01329,W2291529488,7eeda2414aa87bb74e575b81040cba0830c52d4c
01KS6HB9MDQF4ADCWKB0FPFEZZ,8.0,cluster_representative,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,On the Numerical Solution of the Far Field Refractor Problem,https://arxiv.org/pdf/1603.01469.pdf,,1603.01469,,3277314b1329dd4ea5f3a5d4011da2204272080a
01KS6HBA2MHSRKWB3EMG9MQ5XN,8.0,cluster_representative,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,Electro-Optical Radiation of a Charged Particle in a Single Laser Beam Field,https://arxiv.org/pdf/1603.05964.pdf,,1603.05964,,9df36fff5b69a3016d7063616429be87e10e6d95
01KS6HBA68HW6S4V16C0N2TH9T,8.0,cluster_representative,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,Smartphone microendoscopy for high resolution fluorescence imaging,https://arxiv.org/pdf/1603.01928.pdf,,1603.01928,,d9fb2fdce2cdcc10de1997177d80cbb8cd39abe8
01KS6HBAAM6TE8Q9GWYT9WFDHD,8.0,cluster_representative,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,Pressure tuning the lattice and optical response of silver sulfide,https://arxiv.org/pdf/1603.02022.pdf,10.1063/1.4954801,1603.02022,W2296261711,e690aa6a0e8980c12d7c9502b9485c5e462d6262
01KS6HBBSBNV229VN5RFCPQ5PP,8.0,cluster_representative,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,Eigenstates of the full Maxwell equations for a two-constituent composite medium and their application to a calculation of the local electric field of a time dependent point electric dipole in a flat-slabs microstructure,https://arxiv.org/pdf/1603.06301.pdf,,1603.06301,,1c9b108d2c8630d435106945f67fb3147341453c
01KS6HBC8DB5716TMD8RBX60N4,8.0,cluster_representative,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,Direct-Digital-Drive Microring Modulator,https://arxiv.org/pdf/1603.03802.pdf,,1603.03802,,acd676a5d6fb38ca94cb57a37fe47fa766a9718f
01KS6HBES0FEZYNKF6PF3SVM25,8.0,cluster_representative,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,Laser-Induced Spallation of Microsphere Monolayers,https://arxiv.org/pdf/1603.06097.pdf,,1603.06097,,d91e21db0464f87a6883d138945e8cdb2ddba2f2
01KS6HBEVS53XVBP5W3FK67VVC,8.0,cluster_representative,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,"$C^{1,α}$ estimates for the parallel refractor",https://arxiv.org/pdf/1603.06167.pdf,,1603.06167,,b736a92d750c790ae95c7e1fbb280348b2be5b3d
01KS6HBF9T7TWS4GHFCR9JYD4Z,8.0,cluster_representative,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,Reconstruction of annular bi-layered media in cylindrical waveguide section,https://arxiv.org/pdf/1603.06940.pdf,,1603.06940,,c3c0aa368bec0dbb27240c938c7a934f22a8ce08
01KS6HBG8WQPCPNK333P0FH462,8.0,cluster_representative,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,Optofluidic Temperature and Pressure Measurements with Fiber Bragg Gratings Embedded in Microfluidic Devices,https://arxiv.org/pdf/1603.07743.pdf,,1603.07743,,a1f7bfc03b6bacfd23455ec4bb3c2f62309a40c6
01KS6HBHK5KC45NVB0Z3GJ232G,8.0,cluster_representative,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,Raman sideband cooling of a 138Ba+ ion using a Zeeman interval,https://arxiv.org/pdf/1603.09322.pdf,10.1103/PhysRevA.93.053415,1603.09322,W2332751166,c19ad30462364be2fab791d665c27ebe30183391
01KS6HBHYHBFVG0B11X4J1T2X0,8.0,cluster_representative,False,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,Topological in-plane polarized piezo actuation for compact adaptive lenses with aspherical correction,https://arxiv.org/pdf/1603.09648.pdf,,1603.09648,,b24ff20d45b6f8aa25e39500da393df465a1f08b
01KS6HBX6X95GZX8NMTWJ14NAZ,8.0,cluster_representative,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,Non-degenerate 2-photon excitation in scattering medium for fluorescence microscopy,https://arxiv.org/pdf/1604.01011.pdf,10.1364/OE.24.030173,1604.01011,W2337801445,a63696343aca13b1fa6e65458316f1c8ee63219a
01KS6HBXDX51HBV2W2CNWASBSX,8.0,cluster_representative,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,Study on the Thickness Change of Nickel-Plated Layer in Fabrication of the Silver Hollow Nickel Waveguides by the Outer-Coating Method of the Liquid Phase Process,https://arxiv.org/pdf/1604.01425.pdf,,1604.01425,,5c7c9d35c693a89a6644eeb16e1fa02ccfc6db5f
01KS6HBXHQ40AX6VJ25SW5QANY,8.0,cluster_representative,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,UV-photoelectric effect for augmented contrast and resolution in electron microscopy,https://arxiv.org/pdf/1604.01426.pdf,,1604.01426,,56de157d5f55d90d8a2ab057320fd3ef1aa3b617
01KS6HBXNYWXCYAKFYDYDZ3ENN,8.0,cluster_representative,False,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,Basic Theoretical Model and Sampling Criteria for Time-Interleaved Photonic Analog-to-Digital Converters,https://arxiv.org/pdf/1604.01427.pdf,,1604.01427,,da463da45bbda55820186b1eff53ebc6660184e4
01KS6HBXSQ8NVJY5N3JM7NJ5MP,8.0,cluster_representative,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,On signatures of sonic wavepackets in time-resolved X-ray diffractometry of metal single crystals absorbing pulse from ultrafast laser,https://arxiv.org/pdf/1604.00972.pdf,,1604.00972,,e58485ccde267bd472a34e8a4b2d9d5568591dc8
01KS6HBXZ8CV9FF4XS36YXTZFC,8.0,cluster_representative,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,Negative reflection of Lamb waves at a free edge: tunable focusing and mimicking phase conjugation,https://arxiv.org/pdf/1604.01321.pdf,10.1121/1.4959024,1604.01321,W2339662149,ab5d922b44ff07fd49cf50035ccc9d54f7cad1ab
01KS6HBY5ZB9JA1CKPMKZDTZRN,8.0,cluster_representative,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,Amplitude-Equalized Microwave C-Section,https://arxiv.org/pdf/1604.01652.pdf,,1604.01652,,1a5aa26533fc1a8c5068ff766f7e9840ce8f6f0b
01KS6HBYPHW06Z3V6DBT5FNKDG,8.0,cluster_representative,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,"Discrete space-time symmetry, polarization eigenmodes and their degeneracies",https://arxiv.org/pdf/1604.02320.pdf,,1604.02320,,e15d0b28f2b40b3088e091fc7c98e7b88a86e78e
01KS6HBYV1CC2RPDJ2DNWMM51V,8.0,cluster_representative,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,Focal shift of silicon microlens in mid-infrared regime,https://arxiv.org/pdf/1604.02521.pdf,10.1186/s11671-015-1207-6,1604.02521,W2226764981,2efae915c66c34beb7cfd0e7fafaf257764c91a8
01KS6HBZQVBMD79F03GTYRHVRS,8.0,cluster_representative,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,Angular width of Cherenkov radiation with inclusion of multiple scattering: an path-integral approach,https://arxiv.org/pdf/1604.03657.pdf,10.1063/1.4954821,1604.03657,W2951638414,4742130f2f251939394c0460850e7380e8d9eb4f
01KS6HC0MPXD8SAY9K98DZ0GNM,8.0,cluster_representative,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,Tailoring reflection of graphene plasmons by focused ion beams,https://arxiv.org/pdf/1604.04094.pdf,,1604.04094,,acba049afa9a216615213001ad772432618ccdaf
01KS6HC0PG2Q8CMA400C2CJ9R2,8.0,cluster_representative,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,Symmetry and transformation of waves in optics and acoustics of crystals,https://arxiv.org/pdf/1604.05174.pdf,,1604.05174,,3261eb9835667efe9ceef2d9537b726d3c146fb5
01KS6HC1CXX6SN3XH95P1VCVTF,8.0,cluster_representative,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,Non-contact hemodynamic imaging reveals the jugular venous pulse waveform,https://arxiv.org/pdf/1604.05213.pdf,,1604.05213,,197af39f99f0b05ccb6593014a813ca6a64ed37c
01KS6HC1EPZGB7FGTMRYQQGW0Q,8.0,cluster_representative,False,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,Multi-Manifold Stark Splittings Lift the Rydberg Blockade,https://arxiv.org/pdf/1604.04658.pdf,,1604.04658,,d6f722b8fce04064222d1d5bc70ea48eee44ba26
01KS6HC1YXDS27TN5X4HQF819P,8.0,cluster_representative,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,Is $n\sinθ$ conserved along light path?,https://arxiv.org/pdf/1604.05106.pdf,10.1088/0143-0807/37/2/025301,1604.05106,W2336742886,af5fab5605a98c84b44b33fdaa6ec2984e149a3a
01KS6HC2QNVZSQ3HRCZXSJEMEX,8.0,cluster_representative,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,"Lithography-Free, Low-Cost Method for Improving Photodiode Performance by Etching Silicon Nanocones as Antireflection Layer",https://arxiv.org/pdf/1604.06451.pdf,10.1155/2016/4019864,1604.06451,W2338869926,ac6b5a15a5e56b1085ff5c7258624f415280eaf8
01KS6HC33PAG74VXR84XG6YZW3,8.0,cluster_representative,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,Rogue wavefunctions due to noisy quantum tunneling potentials,https://arxiv.org/pdf/1604.06604.pdf,,1604.06604,,9585d6120e05dfa6f9fb577f8b2f25bf325f48c0
01KS6HC4A6PG1CRD9TRRBM3ZXG,8.0,cluster_representative,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,Reconstruction of a conic-section surface from autocollimator-based deflectometric profilometry,https://arxiv.org/pdf/1604.08090.pdf,10.1364/AO.55.002827,1604.08090,W2403976821,0606c85b6c4e1e2f8d7366b6ef86e7b7cf8cce76
01KS6HC4MJ77KDVXCY44YCV5YJ,8.0,cluster_representative,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,Theory of Thomson scattering in inhomogeneous media,https://arxiv.org/pdf/1604.08260.pdf,10.1038/srep24283,1604.08260,W2338316799,7b7eaa180bf42f925cf8fbb543d259b8762022a1
01KS6HC4WF3BJ2GX9PWN65R03K,8.0,cluster_representative,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,Influence of the laser frequency drift in phase-sensitive optical time-domain reflectometry,https://arxiv.org/pdf/1604.08854.pdf,10.1134/S0030400X1910031X,1604.08854,W2991565888,b21ecc5842c4eb10b9aef252e7b626a8cd8dae7a
01KS6HCHFY3H446W5YKXFXN99K,8.0,cluster_representative,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,Generalized Backpropagation Algorithms for Diffraction Tomography,https://arxiv.org/pdf/1605.01754.pdf,,1605.01754,,8fc20b1c704e7760973dba579eca50b7ff90f05c
01KS6HCHYXBD90PMYZ0QJ7QJ9G,8.0,cluster_representative,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,Optical nano artifact metrics using silicon random nanostructures,https://arxiv.org/pdf/1605.02120.pdf,,1605.02120,,11f908b8c9b771ce2485b6835d4958ea27aeec3c
01KS6HCJ1BF1W4CBYX39KC0HJ3,8.0,cluster_representative,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,Magneto optical rotation in a GaAs Quantum Well Waveguide,https://arxiv.org/pdf/1605.02243.pdf,10.1364/JOSAB.32.001338,1605.02243,W2387066056,4af199c4215ef2a8476cb4c20f726163b419f6f4
01KS6HCJ9Y69M7181YEEP7RZEM,8.0,cluster_representative,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,Frequency-time coherence for all-optical sampling without optical pulse source,https://arxiv.org/pdf/1605.02468.pdf,,1605.02468,,6f96fe22c1861bd8b6cfaf62a026be384fdce59f
01KS6HCJFCG5DC01E6APJM0EB1,8.0,cluster_representative,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,Nanoassembly of Polydisperse Photonic Crystals based on Binary and Ternary Polymer Opal Alloys,https://arxiv.org/pdf/1605.02676.pdf,,1605.02676,,f692508d1dad2f78a5a74be0c74b84a4b4df43c9
01KS6HCJTV4T89BW4RXVPNPNBY,8.0,cluster_representative,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,Effect of Electrical Filtering on Level Dependent ASE Noise,https://arxiv.org/pdf/1605.03033.pdf,10.1109/JPHOT.2017.2785287,1605.03033,W2372405233,a2a0c90328c132f20f7b7aacef1bb781f7dafff0
01KS6HCKGYXMVXX2W23AEGDEJK,8.0,cluster_representative,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,Van der Waals torque and force between dielectrically anisotropic layered media,https://arxiv.org/pdf/1605.03484.pdf,10.1063/1.4959282,1605.03484,W2503546167,22cbc6d8154277196ecc0ac8a6a66eab14fb1ea3
01KS6HCKHQSSQ7E7Q6J9958HR2,8.0,cluster_representative,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,Real-time shot-noise-limited differential photodetection for atomic quantum control,https://arxiv.org/pdf/1605.03489.pdf,10.1364/OL.41.002946,1605.03489,W2390800845,0eb00730fccd0be5a358143e6491d3c28b79a4e5
01KS6HCKT5YSZFB92K14KWTC0P,8.0,cluster_representative,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,Analytic study of a coupled Kerr-SBS system,https://arxiv.org/pdf/1605.04327.pdf,10.1016/j.cnsns.2016.05.008,1605.04327,W2407382701,3e8ad9c0de887867d577430dfd9c008d00e2d481
01KS6HCMCRRGRBTJDDWDXF6BSQ,8.0,cluster_representative,True,False,False,True,,,not_attempted_pdf_available,5.0,high-priority delta ingest candidate,2016,Alignment Solution for CT Image Reconstruction by Fixed Point and Virtual Rotation Axis,https://arxiv.org/pdf/1605.04833.pdf,10.1038/srep41218,1605.04833,W2964237148,b605727f764d9f8ebb48742989eefa1c225f628f
